0.00,0.000000 
114918.00,0.000000 
114919.00,0.000000 
114920.00,0.000000 
114921.00,0.000000 
114922.00,0.000000 
114923.00,0.000000 
114924.00,0.000000 
114925.00,0.000000 
114926.00,0.000000 
114927.00,0.000000 
114928.00,0.000000 
114929.00,0.000000 
114930.00,0.000000 
114931.00,0.000000 
114932.00,0.000000 
114933.00,0.000000 
114934.00,0.000000 
114935.00,0.000000 
114936.00,0.000000 
114937.00,0.000000 
114938.00,0.000000 
114939.00,0.000000 
114940.00,0.000000 
114941.00,0.000000 
114942.00,0.000000 
114943.00,0.000000 
114944.00,0.000000 
114945.00,4.400000 
114946.00,6.800000 
114947.00,12.000000 
114948.00,14.700000 
114949.00,16.000000 
114950.00,18.200001 
114951.00,18.700001 
114952.00,20.400000 
114953.00,19.900000 
114954.00,17.200001 
114955.00,14.200000 
114956.00,8.500000 
114957.00,5.700000 
114958.00,8.400000 
114959.00,10.100000 
115000.00,8.700000 
115001.00,11.200000 
115002.00,14.100000 
115003.00,17.900000 
115004.00,20.100000 
115005.00,19.900000 
115006.00,21.799999 
115007.00,22.200001 
115008.00,22.200001 
115009.00,22.000000 
115010.00,17.799999 
115011.00,14.300000 
115012.00,12.300000 
115013.00,10.500000 
115014.00,8.100000 
115015.00,7.000000 
115016.00,6.600000 
115017.00,7.600000 
115018.00,8.700000 
115019.00,10.100000 
115020.00,13.900000 
115021.00,15.400000 
115022.00,16.500000 
115023.00,18.200001 
115024.00,19.900000 
115025.00,20.299999 
115026.00,21.600000 
115027.00,20.100000 
115027.00,21.600000 
115032.00,21.600000 
115033.00,21.100000 
115034.00,19.700001 
115034.00,26.200001 
115041.00,26.200001 
115042.00,24.799999 
115043.00,25.299999 
115043.00,26.400000 
115047.00,26.400000 
115048.00,25.700001 
115049.00,25.500000 
115049.00,12.000000 
115054.00,12.000000 
115055.00,13.300000 
115056.00,16.200001 
115057.00,19.299999 
115058.00,23.600000 
115059.00,21.900000 
115100.00,24.000000 
115100.00,23.900000 
115102.00,23.900000 
115102.00,20.700001 
115106.00,20.700001 
115106.00,20.400000 
115108.00,20.400000 
115109.00,16.600000 
115110.00,15.700000 
115111.00,17.400000 
115112.00,18.900000 
115113.00,20.400000 
115114.00,21.500000 
115115.00,22.500000 
115116.00,23.200001 
115117.00,22.900000 
115118.00,19.100000 
115119.00,19.100000 
115120.00,20.500000 
115121.00,21.700001 
115122.00,21.900000 
115123.00,22.700001 
115124.00,20.900000 
115125.00,19.100000 
115126.00,13.800000 
115127.00,12.000000 
115128.00,11.600000 
115129.00,11.700000 
115130.00,15.000000 
115131.00,18.000000 
115132.00,20.200001 
115133.00,21.400000 
115134.00,22.799999 
115135.00,23.600000 
115136.00,23.299999 
115137.00,24.200001 
115138.00,23.500000 
115139.00,22.100000 
115140.00,18.799999 
115141.00,18.000000 
115142.00,11.900000 
115143.00,10.600000 
115144.00,9.000000 
115145.00,10.000000 
115146.00,13.800000 
115147.00,15.300000 
115148.00,15.300000 
115149.00,14.500000 
115150.00,13.000000 
115151.00,11.600000 
115152.00,12.200000 
115153.00,11.600000 
115154.00,13.300000 
115155.00,17.799999 
115156.00,19.200001 
115157.00,15.800000 
115157.00,15.500000 
115205.00,15.500000 
115206.00,15.000000 
115207.00,11.500000 
115208.00,11.300000 
115209.00,10.400000 
115210.00,10.700000 
115211.00,15.500000 
115212.00,19.600000 
115213.00,21.700001 
115213.00,26.500000 
115227.00,26.500000 
115227.00,23.200001 
115230.00,23.200001 
115231.00,23.200001 
115232.00,23.200001 
115233.00,23.000000 
115234.00,22.900000 
115235.00,23.000000 
115236.00,23.299999 
115236.00,22.799999 
115241.00,22.799999 
115242.00,22.900000 
115243.00,23.400000 
115244.00,23.100000 
115245.00,23.000000 
115246.00,22.900000 
115247.00,23.200001 
115248.00,22.100000 
115249.00,20.900000 
115250.00,19.000000 
115251.00,19.000000 
115252.00,19.700001 
115253.00,20.799999 
115254.00,21.100000 
115255.00,19.500000 
115256.00,17.799999 
115257.00,15.700000 
115258.00,10.700000 
115259.00,8.300000 
115300.00,8.900000 
115301.00,7.700000 
115302.00,11.900000 
115303.00,12.300000 
115304.00,15.100000 
115305.00,17.400000 
115306.00,19.299999 
115307.00,20.400000 
115308.00,20.299999 
115309.00,18.799999 
115310.00,17.799999 
115311.00,14.500000 
115312.00,14.200000 
115313.00,12.500000 
115314.00,11.400000 
115315.00,10.000000 
115316.00,6.800000 
115317.00,4.300000 
115318.00,4.300000 
115319.00,4.300000 
115320.00,4.300000 
115321.00,5.800000 
115322.00,9.100000 
115323.00,10.400000 
115324.00,12.900000 
115325.00,11.000000 
115326.00,7.800000 
115327.00,17.000000 
115328.00,16.000000 
115329.00,16.799999 
115330.00,17.000000 
115331.00,19.600000 
115332.00,14.200000 
115333.00,16.500000 
115334.00,18.500000 
115334.00,12.800000 
115336.00,12.800000 
115337.00,12.400000 
115338.00,13.100000 
115339.00,9.600000 
115340.00,7.300000 
115341.00,12.000000 
115342.00,14.600000 
115343.00,16.000000 
115344.00,15.400000 
115345.00,14.000000 
115346.00,11.400000 
115347.00,14.900000 
115348.00,13.000000 
115348.00,12.800000 
115350.00,12.800000 
115351.00,12.100000 
115352.00,12.000000 
115353.00,14.100000 
115354.00,13.600000 
115355.00,14.500000 
115356.00,14.700000 
115357.00,14.500000 
115358.00,16.400000 
115359.00,13.300000 
115400.00,11.800000 
115401.00,12.300000 
115402.00,12.300000 
115403.00,10.000000 
115404.00,10.600000 
115405.00,10.100000 
115406.00,8.400000 
115407.00,8.700000 
115408.00,6.100000 
115409.00,9.800000 
115410.00,12.800000 
115411.00,13.200000 
115412.00,14.100000 
115413.00,14.800000 
115414.00,14.200000 
115415.00,16.700001 
115416.00,16.000000 
115417.00,15.900000 
115418.00,17.600000 
115419.00,18.100000 
115420.00,18.400000 
115421.00,17.500000 
115422.00,15.900000 
115423.00,16.900000 
115424.00,18.100000 
115425.00,19.100000 
115426.00,19.100000 
115427.00,18.400000 
115428.00,16.299999 
115429.00,16.900000 
115430.00,17.600000 
115431.00,18.200001 
115432.00,18.900000 
115433.00,19.400000 
115434.00,19.500000 
115435.00,19.799999 
115435.00,21.700001 
115437.00,21.700001 
115437.00,13.500000 
115446.00,13.500000 
115447.00,13.400000 
115448.00,14.200000 
115449.00,15.100000 
115450.00,13.400000 
115451.00,12.000000 
115452.00,14.300000 
115453.00,16.100000 
115454.00,16.299999 
115455.00,17.900000 
115456.00,18.600000 
115457.00,20.000000 
115458.00,20.400000 
115459.00,21.000000 
115500.00,21.299999 
115501.00,21.299999 
115502.00,21.400000 
115503.00,21.500000 
115504.00,21.400000 
115505.00,21.700001 
115506.00,21.500000 
115507.00,21.299999 
115508.00,21.299999 
115509.00,21.100000 
115510.00,21.400000 
115511.00,21.500000 
115512.00,21.700001 
115513.00,21.600000 
115514.00,20.400000 
115515.00,21.400000 
115516.00,21.600000 
115517.00,22.200001 
115518.00,21.799999 
115519.00,21.600000 
115520.00,21.299999 
115521.00,21.799999 
115522.00,22.000000 
115523.00,22.200001 
115524.00,21.900000 
115525.00,22.000000 
115526.00,21.900000 
115527.00,21.799999 
115528.00,21.400000 
115529.00,21.299999 
115530.00,21.000000 
115531.00,19.500000 
115532.00,18.299999 
115533.00,18.500000 
115534.00,19.100000 
115535.00,19.100000 
115536.00,19.600000 
115537.00,21.000000 
115538.00,21.299999 
115539.00,21.400000 
115540.00,21.700001 
115541.00,21.400000 
115542.00,21.400000 
115543.00,21.600000 
115544.00,21.500000 
115545.00,21.500000 
115546.00,21.799999 
115547.00,20.900000 
115548.00,21.500000 
115549.00,20.799999 
115550.00,19.299999 
115551.00,13.600000 
115552.00,12.200000 
115553.00,9.600000 
115554.00,9.500000 
115555.00,13.400000 
115556.00,14.600000 
115557.00,15.900000 
115558.00,14.900000 
115559.00,15.100000 
115600.00,17.299999 
115601.00,19.100000 
115602.00,19.900000 
115603.00,20.600000 
115604.00,21.000000 
